LocationType,Location,TimeFrame,DataFormat,Data
County,Mecklenburg,2016,Number,14876
County,Mecklenburg,2014,Number,14409
County,Mecklenburg,2017,Number,14746
County,Mecklenburg,2020,Number,14655
County,Mecklenburg,2021,Number,15061
County,Mecklenburg,2022,Number,15038
County,Mecklenburg,2023,Number,15103
County,Mecklenburg,2024,Number,15482
County,Mecklenburg,2019,Number,14398
County,Mitchell,2017,Number,135
County,Mitchell,2014,Number,142
County,Mitchell,2016,Number,141
County,Mitchell,2011,Number,136
County,Mitchell,2012,Number,146
County,Mitchell,2015,Number,151
County,Mitchell,2010,Number,135
County,Mitchell,2009,Number,149
County,Mitchell,2018,Number,149
County,Mitchell,2013,Number,142
County,Mitchell,2008,Number,179
County,Mitchell,2007,Number,163
County,Mitchell,2006,Number,167
County,Mitchell,2005,Number,153
County,Mitchell,2004,Number,163
County,Mitchell,2003,Number,159
County,Mitchell,2002,Number,172
County,Mitchell,2001,Number,169
County,Mitchell,2000,Number,156
County,Mitchell,1999,Number,178
County,Mitchell,1998,Number,156
County,Mitchell,1997,Number,153
County,Mitchell,1996,Number,143
County,Mitchell,1995,Number,164
County,Mitchell,2020,Number,146
County,Mitchell,2021,Number,127
County,Mitchell,2022,Number,103
County,Mitchell,2023,Number,128
County,Mitchell,2024,Number,96
County,Mitchell,2019,Number,127
County,Montgomery,1995,Number,385
County,Montgomery,1996,Number,358
County,Montgomery,1997,Number,406
County,Montgomery,1998,Number,438
County,Montgomery,1999,Number,389
County,Montgomery,2000,Number,416
County,Montgomery,2001,Number,417
County,Montgomery,2002,Number,382
County,Montgomery,2003,Number,386
County,Montgomery,2004,Number,367
County,Montgomery,2005,Number,389
County,Montgomery,2006,Number,409
County,Montgomery,2007,Number,410
County,Montgomery,2008,Number,387
County,Montgomery,2013,Number,299
County,Montgomery,2018,Number,278
County,Montgomery,2009,Number,318
County,Montgomery,2010,Number,332
County,Montgomery,2015,Number,316
County,Montgomery,2012,Number,326
County,Montgomery,2011,Number,352
County,Montgomery,2016,Number,296
County,Montgomery,2014,Number,318
County,Montgomery,2017,Number,270
County,Montgomery,2020,Number,270
County,Montgomery,2021,Number,243
County,Montgomery,2022,Number,264
County,Montgomery,2023,Number,267
County,Montgomery,2024,Number,289
County,Montgomery,2019,Number,278
County,Moore,2017,Number,1109
County,Moore,2014,Number,1023
County,Moore,2016,Number,1132
County,Moore,2011,Number,967
County,Moore,2012,Number,969
County,Moore,2015,Number,1058
County,Moore,2010,Number,955
County,Moore,2009,Number,922
County,Moore,2018,Number,1168
County,Moore,2013,Number,982
County,Moore,2008,Number,1010
County,Moore,2007,Number,1016
County,Moore,2006,Number,963
County,Moore,2005,Number,987
County,Moore,2004,Number,962
County,Moore,2003,Number,871
County,Moore,2002,Number,931
County,Moore,2001,Number,861
County,Moore,2000,Number,928
County,Moore,1999,Number,926
County,Moore,1998,Number,959
County,Moore,1997,Number,862
County,Moore,1996,Number,797
County,Moore,1995,Number,814
County,Moore,2020,Number,1207
County,Moore,2021,Number,1208
County,Moore,2022,Number,1179
County,Moore,2023,Number,1198
County,Moore,2024,Number,1235
County,Moore,2019,Number,1147
County,Nash,1995,Number,1159
County,Nash,1996,Number,1214
County,Nash,1997,Number,1163
County,Nash,1998,Number,1169
County,Nash,1999,Number,1235
County,Nash,2000,Number,1301
County,Nash,2001,Number,1250
County,Nash,2002,Number,1200
County,Nash,2003,Number,1150
County,Nash,2004,Number,1225
County,Nash,2005,Number,1204
County,Nash,2006,Number,1217
County,Nash,2007,Number,1275
County,Nash,2008,Number,1268
County,Nash,2013,Number,1113
County,Nash,2018,Number,1046
County,Nash,2009,Number,1269
County,Nash,2010,Number,1169
County,Nash,2015,Number,1051
County,Nash,2012,Number,1107
County,Nash,2011,Number,1092
County,Nash,2016,Number,1016
County,Nash,2014,Number,1036
County,Nash,2017,Number,1110
County,Nash,2020,Number,1029
County,Nash,2021,Number,1054
County,Nash,2022,Number,1103
County,Nash,2023,Number,1031
County,Nash,2024,Number,1030
County,Nash,2019,Number,1101
County,New Hanover,2017,Number,2266
County,New Hanover,2014,Number,2283
County,New Hanover,2016,Number,2241
County,New Hanover,2011,Number,2251
County,New Hanover,2012,Number,2232
County,New Hanover,2015,Number,2311
County,New Hanover,2010,Number,2228
County,New Hanover,2009,Number,2347
County,New Hanover,2018,Number,2146
County,New Hanover,2013,Number,2241
County,New Hanover,2008,Number,2451
County,New Hanover,2007,Number,2494
County,New Hanover,2006,Number,2440
County,New Hanover,2005,Number,2372
County,New Hanover,2004,Number,2182
County,New Hanover,2003,Number,2079
County,New Hanover,2002,Number,2039
County,New Hanover,2001,Number,2037
County,New Hanover,2000,Number,2019
County,New Hanover,1999,Number,1995
County,New Hanover,1998,Number,1899
County,New Hanover,1997,Number,1874
County,New Hanover,1996,Number,1836
County,New Hanover,1995,Number,1846
County,New Hanover,2020,Number,2091
County,New Hanover,2021,Number,2156
County,New Hanover,2022,Number,2257
County,New Hanover,2023,Number,2135
County,New Hanover,2024,Number,2213
County,New Hanover,2019,Number,2172
County,Northampton,1995,Number,260
County,Northampton,1996,Number,248
County,Northampton,1997,Number,241
County,Northampton,1998,Number,263
County,Northampton,1999,Number,276
County,Northampton,2000,Number,258
County,Northampton,2001,Number,259
County,Northampton,2002,Number,210
County,Northampton,2003,Number,249
County,Northampton,2004,Number,227
County,Northampton,2005,Number,244
County,Northampton,2006,Number,267
County,Northampton,2007,Number,243
County,Northampton,2008,Number,236
County,Northampton,2013,Number,175
County,Northampton,2018,Number,171
County,Northampton,2009,Number,217
County,Northampton,2010,Number,210
County,Northampton,2015,Number,177
County,Northampton,2012,Number,211
County,Northampton,2011,Number,176
County,Northampton,2016,Number,200
County,Northampton,2014,Number,165
County,Northampton,2017,Number,200
County,Northampton,2020,Number,174
County,Northampton,2021,Number,159
County,Northampton,2022,Number,165
County,Northampton,2023,Number,148
County,Northampton,2024,Number,150
County,Northampton,2019,Number,165
County,Onslow,2017,Number,4060
County,Onslow,2016,Number,3959
County,Onslow,2014,Number,4367
County,Onslow,2011,Number,4371
County,Onslow,2012,Number,4408
County,Onslow,2015,Number,4173
County,Onslow,2010,Number,4294
County,Onslow,2009,Number,4058
County,Onslow,2018,Number,3923
County,Onslow,2013,Number,4328
County,Onslow,2008,Number,3665
County,Onslow,2007,Number,3700
County,Onslow,2006,Number,3528
County,Onslow,2005,Number,3192
County,Onslow,2004,Number,3367
County,Onslow,2003,Number,3181
County,Onslow,2002,Number,3114
County,Onslow,2001,Number,3125
County,Onslow,2000,Number,3324
County,Onslow,1999,Number,3177
County,Onslow,1998,Number,3177
County,Onslow,1997,Number,3217
County,Onslow,1996,Number,3300
County,Onslow,1995,Number,3218
County,Onslow,2020,Number,3731
County,Onslow,2021,Number,3858
County,Onslow,2022,Number,3927
County,Onslow,2023,Number,3668
County,Onslow,2024,Number,3659
County,Onslow,2019,Number,3821
County,Orange,1995,Number,1087
County,Orange,1996,Number,1128
County,Orange,1997,Number,1155
County,Orange,1998,Number,1159
County,Orange,1999,Number,1122
County,Orange,2000,Number,1260
County,Orange,2001,Number,1298
County,Orange,2002,Number,1356
County,Orange,2003,Number,1306
County,Orange,2004,Number,1331
County,Orange,2005,Number,1377
County,Orange,2006,Number,1280
County,Orange,2007,Number,1354
County,Orange,2008,Number,1381
County,Orange,2013,Number,1192
County,Orange,2018,Number,1134
County,Orange,2009,Number,1297
County,Orange,2010,Number,1212
County,Orange,2015,Number,1207
County,Orange,2012,Number,1286
County,Orange,2011,Number,1312
County,Orange,2014,Number,1215
County,Orange,2016,Number,1166
County,Orange,2017,Number,1179
County,Orange,2020,Number,1105
County,Orange,2021,Number,1193
County,Orange,2022,Number,1181
County,Orange,2023,Number,1163
County,Orange,2024,Number,1112
County,Orange,2019,Number,1164
County,Pamlico,2017,Number,73
County,Pamlico,2016,Number,98
County,Pamlico,2014,Number,91
County,Pamlico,2011,Number,89
County,Pamlico,2012,Number,98
County,Pamlico,2015,Number,84
County,Pamlico,2010,Number,104
County,Pamlico,2009,Number,111
County,Pamlico,2018,Number,90
County,Pamlico,2013,Number,79
County,Pamlico,2008,Number,112
County,Pamlico,2007,Number,100
County,Pamlico,2006,Number,118
County,Pamlico,2005,Number,111
County,Pamlico,2004,Number,123
County,Pamlico,2003,Number,110
County,Pamlico,2002,Number,100
County,Pamlico,2001,Number,98
County,Pamlico,2000,Number,108
County,Pamlico,1999,Number,98
County,Pamlico,1998,Number,125
County,Pamlico,1997,Number,115
County,Pamlico,1996,Number,120
County,Pamlico,1995,Number,98
County,Pamlico,2020,Number,89
County,Pamlico,2021,Number,86
County,Pamlico,2022,Number,87
County,Pamlico,2023,Number,105
County,Pamlico,2024,Number,117
County,Pamlico,2019,Number,73
County,Pasquotank,1995,Number,396
County,Pasquotank,1996,Number,422
County,Pasquotank,1997,Number,437
County,Pasquotank,1998,Number,464
County,Pasquotank,1999,Number,433
County,Pasquotank,2000,Number,454
County,Pasquotank,2001,Number,465
County,Pasquotank,2002,Number,462
County,Pasquotank,2003,Number,511
County,Pasquotank,2004,Number,517
County,Pasquotank,2005,Number,557
County,Pasquotank,2006,Number,561
County,Pasquotank,2007,Number,575
County,Pasquotank,2008,Number,576
County,Pasquotank,2013,Number,483
County,Pasquotank,2018,Number,454
County,Pasquotank,2009,Number,526
County,Pasquotank,2010,Number,533
County,Pasquotank,2015,Number,493
County,Pasquotank,2012,Number,479
County,Pasquotank,2011,Number,484
County,Pasquotank,2014,Number,536
County,Pasquotank,2016,Number,479
County,Pasquotank,2017,Number,492
County,Pasquotank,2020,Number,459
County,Pasquotank,2021,Number,466
County,Pasquotank,2022,Number,459
County,Pasquotank,2023,Number,430
County,Pasquotank,2024,Number,266
County,Pasquotank,2019,Number,474
County,Pender,2017,Number,658
County,Pender,2016,Number,651
County,Pender,2014,Number,634
County,Pender,2011,Number,614
County,Pender,2012,Number,590
County,Pender,2015,Number,615
County,Pender,2010,Number,603
County,Pender,2009,Number,584
County,Pender,2018,Number,623
County,Pender,2013,Number,577
County,Pender,2008,Number,567
County,Pender,2007,Number,620
County,Pender,2006,Number,548
County,Pender,2005,Number,511
County,Pender,2004,Number,478
County,Pender,2003,Number,440
County,Pender,2002,Number,487
County,Pender,2001,Number,498
County,Pender,2000,Number,491
County,Pender,1999,Number,450
County,Pender,1998,Number,438
County,Pender,1997,Number,455
County,Pender,1996,Number,396
County,Pender,1995,Number,455
County,Pender,2020,Number,597
County,Pender,2021,Number,666
County,Pender,2022,Number,681
County,Pender,2023,Number,705
County,Pender,2024,Number,729
County,Pender,2019,Number,624
County,Perquimans,1995,Number,116
County,Perquimans,1996,Number,115
County,Perquimans,1997,Number,106
County,Perquimans,1998,Number,111
County,Perquimans,1999,Number,117
County,Perquimans,2000,Number,124
County,Perquimans,2001,Number,115
County,Perquimans,2002,Number,117
County,Perquimans,2003,Number,131
County,Perquimans,2004,Number,112
County,Perquimans,2005,Number,143
County,Perquimans,2006,Number,121
County,Perquimans,2007,Number,142
County,Perquimans,2008,Number,135
County,Perquimans,2013,Number,142
County,Perquimans,2018,Number,121
County,Perquimans,2009,Number,131
County,Perquimans,2010,Number,134
County,Perquimans,2015,Number,112
County,Perquimans,2012,Number,126
County,Perquimans,2011,Number,133
County,Perquimans,2014,Number,124
County,Perquimans,2017,Number,124
County,Perquimans,2016,Number,122
County,Perquimans,2020,Number,92
County,Perquimans,2021,Number,132
County,Perquimans,2022,Number,110
County,Perquimans,2023,Number,99
County,Perquimans,2024,Number,97
County,Perquimans,2019,Number,118
County,Person,2016,Number,401
County,Person,2017,Number,443
County,Person,2014,Number,435
County,Person,2011,Number,407
County,Person,2012,Number,371
County,Person,2015,Number,403
County,Person,2010,Number,440
County,Person,2009,Number,470
County,Person,2018,Number,400
County,Person,2013,Number,430
County,Person,2008,Number,481
County,Person,2007,Number,479
County,Person,2006,Number,471
County,Person,2005,Number,452
County,Person,2004,Number,447
County,Person,2003,Number,434
County,Person,2002,Number,476
County,Person,2001,Number,482
County,Person,2000,Number,433
County,Person,1999,Number,467
County,Person,1998,Number,434
County,Person,1997,Number,418
County,Person,1996,Number,416
County,Person,1995,Number,449
County,Person,2020,Number,426
County,Person,2021,Number,456
County,Person,2022,Number,385
County,Person,2023,Number,425
County,Person,2024,Number,443
County,Person,2019,Number,435
County,Pitt,1995,Number,1682
County,Pitt,1996,Number,1808
County,Pitt,1997,Number,1789
County,Pitt,1998,Number,1901
County,Pitt,1999,Number,1873
County,Pitt,2000,Number,2027
County,Pitt,2001,Number,1990
County,Pitt,2002,Number,1987
County,Pitt,2003,Number,1998
County,Pitt,2004,Number,2101
County,Pitt,2005,Number,2026
County,Pitt,2006,Number,2196
County,Pitt,2007,Number,2336
County,Pitt,2008,Number,2345
County,Pitt,2013,Number,2111
County,Pitt,2018,Number,2085
County,Pitt,2009,Number,2303
County,Pitt,2010,Number,2148
County,Pitt,2015,Number,2163
County,Pitt,2012,Number,2167
County,Pitt,2011,Number,2144
County,Pitt,2014,Number,2125
County,Pitt,2016,Number,2023
County,Pitt,2017,Number,2051
County,Pitt,2020,Number,2002
County,Pitt,2021,Number,2093
County,Pitt,2022,Number,2039
County,Pitt,2023,Number,2004
County,Pitt,2024,Number,2120
County,Pitt,2019,Number,2079
County,Polk,2017,Number,161
County,Polk,2016,Number,140
County,Polk,2014,Number,156
County,Polk,2011,Number,124
County,Polk,2012,Number,131
County,Polk,2015,Number,140
County,Polk,2010,Number,130
County,Polk,2009,Number,163
County,Polk,2018,Number,149
County,Polk,2013,Number,151
County,Polk,2008,Number,153
County,Polk,2007,Number,147
County,Polk,2006,Number,146
County,Polk,2005,Number,176
County,Polk,2004,Number,162
County,Polk,2003,Number,169
County,Polk,2002,Number,160
County,Polk,2001,Number,181
County,Polk,2000,Number,190
County,Polk,1999,Number,184
County,Polk,1998,Number,176
County,Polk,1997,Number,146
County,Polk,1996,Number,172
County,Polk,1995,Number,159
County,Polk,2020,Number,111
County,Polk,2021,Number,158
County,Polk,2022,Number,121
County,Polk,2023,Number,127
County,Polk,2024,Number,111
County,Polk,2019,Number,166
County,Randolph,1995,Number,1563
County,Randolph,1996,Number,1649
County,Randolph,1997,Number,1717
County,Randolph,1998,Number,1754
County,Randolph,1999,Number,1850
County,Randolph,2000,Number,1947
County,Randolph,2001,Number,1865
County,Randolph,2002,Number,1757
County,Randolph,2003,Number,1826
County,Randolph,2004,Number,1777
County,Randolph,2005,Number,1734
County,Randolph,2006,Number,1765
County,Randolph,2007,Number,1892
County,Randolph,2008,Number,1831
County,Randolph,2013,Number,1589
County,Randolph,2018,Number,1520
County,Randolph,2009,Number,1707
County,Randolph,2010,Number,1675
County,Randolph,2015,Number,1558
County,Randolph,2012,Number,1635
County,Randolph,2011,Number,1574
County,Randolph,2014,Number,1603
County,Randolph,2016,Number,1600
County,Randolph,2017,Number,1576
County,Randolph,2020,Number,1559
County,Randolph,2021,Number,1499
County,Randolph,2022,Number,1589
County,Randolph,2023,Number,1601
County,Randolph,2024,Number,1576
County,Randolph,2019,Number,1546
County,Richmond,2017,Number,574
County,Richmond,2016,Number,518
County,Richmond,2014,Number,504
County,Richmond,2011,Number,602
County,Richmond,2012,Number,520
County,Richmond,2015,Number,557
County,Richmond,2010,Number,597
County,Richmond,2009,Number,622
County,Richmond,2018,Number,555
County,Richmond,2013,Number,536
County,Richmond,2008,Number,674
County,Richmond,2007,Number,709
County,Richmond,2006,Number,651
County,Richmond,2005,Number,641
County,Richmond,2004,Number,608
County,Richmond,2003,Number,618
County,Richmond,2002,Number,581
County,Richmond,2001,Number,670
County,Richmond,2000,Number,714
County,Richmond,1999,Number,658
County,Richmond,1998,Number,702
County,Richmond,1997,Number,647
County,Richmond,1996,Number,665
County,Richmond,1995,Number,674
County,Richmond,2020,Number,600
County,Richmond,2021,Number,536
County,Richmond,2022,Number,540
County,Richmond,2023,Number,530
County,Richmond,2024,Number,529
County,Richmond,2019,Number,561
County,Robeson,1995,Number,1809
County,Robeson,1996,Number,1965
County,Robeson,1997,Number,2000
County,Robeson,1998,Number,2115
County,Robeson,1999,Number,2114
County,Robeson,2000,Number,2149
County,Robeson,2001,Number,2114
County,Robeson,2002,Number,2032
County,Robeson,2003,Number,1973
County,Robeson,2004,Number,2028
County,Robeson,2005,Number,2097
County,Robeson,2006,Number,2167
County,Robeson,2007,Number,2268
County,Robeson,2008,Number,2223
County,Robeson,2013,Number,1934
County,Robeson,2018,Number,1699
County,Robeson,2009,Number,2129
County,Robeson,2010,Number,2103
County,Robeson,2015,Number,1771
County,Robeson,2012,Number,1834
County,Robeson,2011,Number,1886
County,Robeson,2014,Number,1819
County,Robeson,2016,Number,1775
County,Robeson,2017,Number,1782
County,Robeson,2020,Number,1730
County,Robeson,2021,Number,1847
County,Robeson,2022,Number,1902
County,Robeson,2023,Number,1875
County,Robeson,2024,Number,1916
County,Robeson,2019,Number,1731
County,Rockingham,2017,Number,860
County,Rockingham,2016,Number,937
County,Rockingham,2014,Number,963
County,Rockingham,2011,Number,886
County,Rockingham,2012,Number,952
County,Rockingham,2015,Number,905
County,Rockingham,2010,Number,943
County,Rockingham,2009,Number,1048
County,Rockingham,2018,Number,913
County,Rockingham,2013,Number,953
County,Rockingham,2008,Number,1050
County,Rockingham,2007,Number,1109
County,Rockingham,2006,Number,1071
County,Rockingham,2005,Number,1062
County,Rockingham,2004,Number,1057
County,Rockingham,2003,Number,1093
County,Rockingham,2002,Number,1140
County,Rockingham,2001,Number,1155
County,Rockingham,2000,Number,1206
County,Rockingham,1999,Number,1186
County,Rockingham,1998,Number,1196
County,Rockingham,1997,Number,1074
County,Rockingham,1996,Number,1156
County,Rockingham,1995,Number,1085
County,Rockingham,2020,Number,931
County,Rockingham,2021,Number,861
County,Rockingham,2022,Number,976
County,Rockingham,2023,Number,910
County,Rockingham,2024,Number,896
County,Rockingham,2019,Number,885
County,Rowan,1995,Number,1478
County,Rowan,1996,Number,1505
County,Rowan,1997,Number,1545
County,Rowan,1998,Number,1693
County,Rowan,1999,Number,1712
County,Rowan,2000,Number,1705
County,Rowan,2001,Number,1670
County,Rowan,2002,Number,1690
County,Rowan,2003,Number,1665
County,Rowan,2004,Number,1611
County,Rowan,2005,Number,1630
County,Rowan,2006,Number,1785
County,Rowan,2007,Number,1805
County,Rowan,2008,Number,1834
County,Rowan,2013,Number,1519
County,Rowan,2018,Number,1593
County,Rowan,2009,Number,1692
County,Rowan,2010,Number,1532
County,Rowan,2015,Number,1603
County,Rowan,2012,Number,1582
County,Rowan,2011,Number,1532
County,Rowan,2014,Number,1551
County,Rowan,2017,Number,1588
County,Rowan,2016,Number,1650
County,Rowan,2020,Number,1588
County,Rowan,2021,Number,1612
County,Rowan,2022,Number,1626
County,Rowan,2023,Number,1582
County,Rowan,2024,Number,1570
County,Rowan,2019,Number,1548
County,Rutherford,2017,Number,689
County,Rutherford,2014,Number,672
County,Rutherford,2011,Number,706
County,Rutherford,2012,Number,671
County,Rutherford,2016,Number,659
County,Rutherford,2015,Number,681
County,Rutherford,2010,Number,713
County,Rutherford,2009,Number,736
County,Rutherford,2018,Number,654
County,Rutherford,2013,Number,663
County,Rutherford,2008,Number,710
County,Rutherford,2007,Number,784
County,Rutherford,2006,Number,751
County,Rutherford,2005,Number,733
County,Rutherford,2004,Number,782
County,Rutherford,2003,Number,768
County,Rutherford,2002,Number,746
County,Rutherford,2001,Number,833
County,Rutherford,2000,Number,872
County,Rutherford,1999,Number,816
County,Rutherford,1998,Number,799
County,Rutherford,1997,Number,773
County,Rutherford,1996,Number,785
County,Rutherford,1995,Number,778
County,Rutherford,2020,Number,628
County,Rutherford,2021,Number,633
County,Rutherford,2022,Number,632
County,Rutherford,2023,Number,625
County,Rutherford,2024,Number,609
County,Rutherford,2019,Number,680
County,Sampson,1995,Number,741
County,Sampson,1996,Number,797
County,Sampson,1997,Number,804
County,Sampson,1998,Number,863
County,Sampson,1999,Number,909
County,Sampson,2000,Number,925
County,Sampson,2001,Number,937
County,Sampson,2002,Number,890
County,Sampson,2003,Number,906
County,Sampson,2004,Number,864
County,Sampson,2005,Number,930
County,Sampson,2006,Number,942
County,Sampson,2007,Number,949
County,Sampson,2008,Number,899
County,Sampson,2013,Number,854
County,Sampson,2018,Number,834
County,Sampson,2009,Number,907
County,Sampson,2010,Number,874
County,Sampson,2015,Number,832
County,Sampson,2012,Number,858
County,Sampson,2011,Number,840
County,Sampson,2014,Number,840
County,Sampson,2017,Number,831
County,Sampson,2016,Number,831
County,Sampson,2020,Number,774
County,Sampson,2021,Number,801
County,Sampson,2022,Number,825
County,Sampson,2023,Number,845
County,Sampson,2024,Number,849
County,Sampson,2019,Number,727
County,Scotland,2016,Number,455
County,Scotland,2017,Number,455
County,Scotland,2014,Number,440
County,Scotland,2011,Number,457
County,Scotland,2012,Number,454
County,Scotland,2015,Number,443
County,Scotland,2010,Number,506
County,Scotland,2009,Number,495
County,Scotland,2018,Number,443
County,Scotland,2013,Number,448
County,Scotland,2008,Number,516
County,Scotland,2007,Number,561
County,Scotland,2006,Number,540
County,Scotland,2005,Number,490
County,Scotland,2004,Number,482
County,Scotland,2003,Number,486
County,Scotland,2002,Number,494
County,Scotland,2001,Number,449
County,Scotland,2000,Number,543
County,Scotland,1999,Number,513
County,Scotland,1998,Number,575
County,Scotland,1997,Number,564
County,Scotland,1996,Number,574
County,Scotland,1995,Number,536
County,Scotland,2020,Number,365
County,Scotland,2021,Number,401
County,Scotland,2022,Number,402
County,Scotland,2023,Number,345
County,Scotland,2024,Number,402
County,Scotland,2019,Number,442
County,Stanly,1995,Number,690
County,Stanly,1996,Number,718
County,Stanly,1997,Number,690
County,Stanly,1998,Number,722
County,Stanly,1999,Number,731
County,Stanly,2000,Number,753
County,Stanly,2001,Number,754
County,Stanly,2002,Number,753
County,Stanly,2003,Number,701
County,Stanly,2004,Number,770
County,Stanly,2005,Number,686
County,Stanly,2006,Number,724
County,Stanly,2007,Number,751
County,Stanly,2008,Number,694
County,Stanly,2013,Number,638
County,Stanly,2018,Number,676
County,Stanly,2009,Number,735
County,Stanly,2010,Number,671
County,Stanly,2015,Number,678
County,Stanly,2012,Number,629
County,Stanly,2011,Number,639
County,Stanly,2014,Number,718
County,Stanly,2017,Number,732
County,Stanly,2016,Number,690
County,Stanly,2020,Number,637
County,Stanly,2021,Number,701
County,Stanly,2022,Number,710
County,Stanly,2023,Number,752
County,Stanly,2024,Number,758
County,Stanly,2019,Number,668
County,Stokes,2016,Number,380
County,Stokes,2017,Number,404
County,Stokes,2014,Number,402
County,Stokes,2011,Number,399
County,Stokes,2012,Number,407
County,Stokes,2015,Number,411
County,Stokes,2010,Number,437
County,Stokes,2009,Number,425
County,Stokes,2018,Number,396
County,Stokes,2013,Number,375
County,Stokes,2008,Number,448
County,Stokes,2007,Number,454
County,Stokes,2006,Number,478
County,Stokes,2005,Number,466
County,Stokes,2004,Number,490
County,Stokes,2003,Number,510
County,Stokes,2002,Number,479
County,Stokes,2001,Number,504
County,Stokes,2000,Number,526
County,Stokes,1999,Number,520
County,Stokes,1998,Number,541
County,Stokes,1997,Number,524
County,Stokes,1996,Number,486
County,Stokes,1995,Number,500
County,Stokes,2020,Number,383
County,Stokes,2021,Number,422
County,Stokes,2022,Number,427
County,Stokes,2023,Number,355
County,Stokes,2024,Number,446
County,Stokes,2019,Number,370
County,Surry,1995,Number,847
County,Surry,1996,Number,881
County,Surry,1997,Number,911
County,Surry,1998,Number,952
County,Surry,1999,Number,929
County,Surry,2000,Number,972
County,Surry,2001,Number,952
County,Surry,2002,Number,923
County,Surry,2003,Number,913
County,Surry,2004,Number,866
County,Surry,2005,Number,873
County,Surry,2006,Number,912
County,Surry,2007,Number,927
County,Surry,2008,Number,916
County,Surry,2013,Number,723
County,Surry,2018,Number,757
County,Surry,2009,Number,858
County,Surry,2010,Number,814
County,Surry,2015,Number,750
County,Surry,2012,Number,789
County,Surry,2011,Number,773
County,Surry,2014,Number,758
County,Surry,2017,Number,738
County,Surry,2016,Number,723
County,Surry,2020,Number,756
County,Surry,2021,Number,718
County,Surry,2022,Number,763
County,Surry,2023,Number,787
County,Surry,2024,Number,759
County,Surry,2019,Number,766
County,Swain,2016,Number,169
County,Swain,2017,Number,152
County,Swain,2014,Number,200
County,Swain,2011,Number,196
County,Swain,2012,Number,194
County,Swain,2015,Number,219
County,Swain,2010,Number,186
County,Swain,2009,Number,167
County,Swain,2018,Number,141
County,Swain,2013,Number,206
County,Swain,2008,Number,188
County,Swain,2007,Number,193
County,Swain,2006,Number,188
County,Swain,2005,Number,183
County,Swain,2004,Number,197
County,Swain,2003,Number,166
County,Swain,2002,Number,166
County,Swain,2001,Number,179
County,Swain,2000,Number,183
County,Swain,1999,Number,172
County,Swain,1998,Number,171
County,Swain,1997,Number,157
County,Swain,1996,Number,167
County,Swain,1995,Number,154
County,Swain,2020,Number,144
County,Swain,2021,Number,181
County,Swain,2022,Number,150
County,Swain,2023,Number,132
County,Swain,2024,Number,135
County,Swain,2019,Number,181
County,Transylvania,1995,Number,270
County,Transylvania,1996,Number,309
County,Transylvania,1997,Number,259
County,Transylvania,1998,Number,283
County,Transylvania,1999,Number,279
County,Transylvania,2000,Number,298
County,Transylvania,2001,Number,254
County,Transylvania,2002,Number,280
County,Transylvania,2003,Number,266
County,Transylvania,2004,Number,253
County,Transylvania,2005,Number,297
County,Transylvania,2006,Number,312
County,Transylvania,2007,Number,297
County,Transylvania,2008,Number,295
County,Transylvania,2013,Number,285
County,Transylvania,2018,Number,278
County,Transylvania,2009,Number,316
County,Transylvania,2010,Number,272
County,Transylvania,2015,Number,274
County,Transylvania,2012,Number,244
County,Transylvania,2011,Number,262
County,Transylvania,2014,Number,289
County,Transylvania,2017,Number,252
County,Transylvania,2016,Number,263
County,Transylvania,2020,Number,226
County,Transylvania,2021,Number,262
County,Transylvania,2022,Number,229
County,Transylvania,2023,Number,240
County,Transylvania,2024,Number,244
County,Transylvania,2019,Number,262
County,Tyrrell,2016,Number,51
County,Tyrrell,2017,Number,38
County,Tyrrell,2014,Number,41
County,Tyrrell,2011,Number,45
County,Tyrrell,2012,Number,36
County,Tyrrell,2015,Number,39
County,Tyrrell,2010,Number,46
County,Tyrrell,2009,Number,46
County,Tyrrell,2018,Number,34
County,Tyrrell,2013,Number,45
County,Tyrrell,2008,Number,52
County,Tyrrell,2007,Number,58
County,Tyrrell,2006,Number,52
County,Tyrrell,2005,Number,50
County,Tyrrell,2004,Number,44
County,Tyrrell,2003,Number,45
County,Tyrrell,2002,Number,40
County,Tyrrell,2001,Number,46
County,Tyrrell,2000,Number,46
County,Tyrrell,1999,Number,47
County,Tyrrell,1998,Number,43
County,Tyrrell,1997,Number,41
County,Tyrrell,1996,Number,36
County,Tyrrell,1995,Number,
County,Tyrrell,2020,Number,33
County,Tyrrell,2021,Number,39
County,Tyrrell,2022,Number,44
County,Tyrrell,2023,Number,38
County,Tyrrell,2024,Number,33
County,Tyrrell,2019,Number,30
County,Union,1995,Number,1579
County,Union,1996,Number,1661
County,Union,1997,Number,1910
County,Union,1998,Number,1880
County,Union,1999,Number,2042
County,Union,2000,Number,2236
County,Union,2001,Number,2308
County,Union,2002,Number,2312
County,Union,2003,Number,2394
County,Union,2004,Number,2497
County,Union,2005,Number,2608
County,Union,2006,Number,2595
County,Union,2007,Number,2808
County,Union,2008,Number,2768
County,Union,2013,Number,2289
County,Union,2018,Number,2455
County,Union,2009,Number,2540
County,Union,2010,Number,2476
County,Union,2015,Number,2359
County,Union,2012,Number,2382
County,Union,2011,Number,2381
County,Union,2014,Number,2378
County,Union,2017,Number,2382
County,Union,2016,Number,2416
County,Union,2020,Number,2331
County,Union,2021,Number,2443
County,Union,2022,Number,2582
County,Union,2023,Number,2599
